"pitcher","pitcher_name","pitch_hand","n_pitches","team_id","ball_angle","relative_release_ball_x","release_ball_z","relative_shoulder_x","shoulder_z"
676534,"Faucher, Calvin","R",201,146,"40.4",-1.95687344085448,5.6125870646766165,-0.24413704915706672,4.154959516144766
676571,"Poulin, PJ","L",272,120,"16.1",2.634900848606179,4.414889705882353,0.47895650427283215,3.791249948883297
676617,"O'Brien, Riley","R",228,138,"30.7",-2.2010504052077655,5.634692982456141,-0.13531598492666605,4.407547027941958
676684,"Vest, Will","R",230,116,"51.1",-1.265032884360551,5.698478260869565,0.10650321281872432,3.997478348058591
676755,"Mattson, Isaac","R",262,134,"45.3",-1.8014211356937209,5.835839694656489,-0.20020027078145622,4.218617773604931
676760,"Marinaccio, Ron","R",272,135,"26.8",-2.3966805769935076,5.0103308823529416,-0.3506356457088183,3.9786107436825
676879,"Ashby, Aaron","L",326,158,"51.5",1.0989826192468233,6.4793251533742335,-0.4308302890871909,4.552689507398052
676917,"Cavalli, Cade","R",574,120,"38.4",-1.8089025525094253,6.081602787456446,0.04789577363096014,4.6105270850025155
676962,"Brown, Ben","R",352,112,"43.2",-1.5271487694801356,6.362982954545455,0.12285982898841355,4.808915760209042
676974,"Meyer, Max","R",507,146,"41.9",-1.582563608389913,5.857593688362919,0.16388839596803398,4.290598496274967
676979,"Crochet, Garrett","L",518,111,"31.8",2.112781589824113,6.078223938223938,0.03717858536535007,4.7909332681229735
677053,"Nardi, Andrew","L",211,146,"40.4",2.2010796008537135,5.602085308056872,0.44968641854846203,4.112469097160622
677865,"Bruihl, Justin","L",282,138,"26.2",2.5469214789011763,4.858049645390071,0.6453266289301021,3.9238333181628553
677944,"Cecconi, Slade","R",534,114,"39.9",-1.8338490775795362,5.8686329588014985,-0.05547244086602977,4.381267467971186
677952,"Ashcraft, Braxton","R",522,134,"37.6",-1.9207457174544609,6.120038314176245,0.07129062600310065,4.584764451991176
677955,"Hill, Jaden","R",205,115,"24.6",-2.300093105117167,5.610439024390244,-0.17503869092648144,4.638467471414287
677958,"Rocker, Kumar","R",432,140,"36.1",-2.3184945644913815,5.93974537037037,-0.4186190157291873,4.556328646761735
677960,"Weathers, Ryan","L",520,147,"32.8",1.9934066671185455,5.455211538461539,0.07732317410530645,4.218020997017688
677961,"Wilcox, Cole","R",230,136,"28.4",-2.1778452893908544,5.767826086956521,-0.016390519259087036,4.600086171820507
678022,"Perkins, Jack","R",192,133,"34.4",-1.940860041328174,5.416614583333334,-0.25299744735962565,4.259770266079917
678394,"Bello, Brayan","R",504,111,"41.8",-1.8261711160697578,5.7374801587301585,-0.08063614718614719,4.1741097908355265
678606,"Ferrer, Jose A.","L",238,136,"33.7",2.26949641474201,5.754075630252101,0.37631211372249435,4.4923915086355395
